item_id	item_flavor	item_ref_type	item_ref_value	item_name	citation_doi	citation_pmid	citation_arxiv	citation_url	citation_title	citation_authors	citation_year	citation_journal	citation_relationship	citation_type	citation_source	discovered_date	citation_status	citation_merged_into	citation_comment	curated_by	curated_date	oa_status	pdf_url	pdf_path
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.2630963								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3233011								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3233911								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3357210								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.836801								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.842209								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.808847								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1000098								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.896929								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1202059								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1193654								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1286618								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1291529								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1308268								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1418459								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1418485								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.1470735								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.818097								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.2560733								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.2573127								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3402966								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3485098								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3512712								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3738174								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3787920								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3840520								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3840589								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.3905264								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.1038/s41597-020-00735-4				An fMRI dataset in response to “The Grand Budapest Hotel”, a socially-rich, naturalistic movie	Matteo Visconti di Oleggio Castello; Vassiki Chauhan; Guo Jiahui; M. Ida Gobbini	2020	Scientific Data	Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.10612035								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.12640097								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.12831275								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.5281/zenodo.13264715								Cites		crossref		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.1101/2021.02.10.430678				TemplateFlow: FAIR-sharing of multi-scale, multi-species brain models	Rastko Ciric; William H. Thompson; Romy Lorenz; Mathias Goncalves; Eilidh MacNicol; Christopher J. Markiewicz; Yaroslav O. Halchenko; Satrajit S. Ghosh; Krzysztof J. Gorgolewski; Russell A. Poldrack; Oscar Esteban	2021		Cites		opencitations		active
datalad	latest	doi	10.5281/zenodo.808846	DataLad	10.1101/694364				Analysis of task-based functional MRI data preprocessed with fMRIPrep	Oscar Esteban; Rastko Ciric; Karolina Finc; Ross Blair; Christopher J. Markiewicz; Craig A. Moodie; James D. Kent; Mathias Goncalves; Elizabeth DuPre; Daniel E. P. Gomez; Zhifang Ye; Taylor Salo; Romain Valabregue; Inge K. Amlien; Franziskus Liem; Nir Jacoby; Hrvoje Stojić; Matthew Cieslak; Sebastian Urchs; Yaroslav O. Halchenko; Satrajit S. Ghosh; Alejandro De La Vega; Tal Yarkoni; Jessey Wright; William H. Thompson; Russell A. Poldrack; Krzysztof J. Gorgolewski	2019		Cites		opencitations		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.2872010								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1400467								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1322050								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.2527573								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1481672								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1471370								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1318849								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1317905								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.2558118								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1439014								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.1318518								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.1317904	DataLad Container Extension	10.5281/zenodo.2483268								Cites		crossref		active
datalad-container	latest	doi	10.5281/zenodo.3368666	DataLad Container Extension	10.5281/zenodo.2431914								Cites		crossref		active
